"id","my_entrynumber","entrynumber","dateentry","entrytext","entrytype","entrytype_detail","classactionflag","mdlflag","rule26freportflag","numberoflinks","numberofattachments","unique_caseheader_id","fullcase_id"
1997,"","16","2014-11-17 00:00:00","MEMORANDUM IN OPPOSITION RE |linksToEntryNumber| 5  MOTION TO DISMISS FILED BY JANE WARNER. (WADLEY, W.) (ENTERED: 11/17/2014)","Other, motion-related","",0,0,0,1,0,1664283,668060
2000,"","13","2014-11-12 00:00:00","ORDER: PLAINTIFF IS HEREBY DIRECTED TO RESPOND TO DEFENDANT'S MOTION TO DISMISS COUNT II OF PLAINTIFF'S COMPLAINT |linksToEntryNumber| 5  ON OR BEFORE NOVEMBER 19, 2014. PLAINTIFF'S FAILURE TO RESPOND WILL RESULT IN THE COURT CONSIDERING THE MOTION AS UNOPPOSED. SIGNED BY JUDGE CHARLENE EDWARDS HONEYWELL ON 11/12/2014. (BGS) (ENTERED: 11/12/2014)","PetkunOrder","",0,0,0,1,0,1664283,668060
2008,"","5","2014-10-24 00:00:00","MOTION TO DISMISS COUNT II OF PLAINTIFF'S COMPLAINT BY SAFECO INSURANCE COMPANY OF ILLINOIS. (GUZZI, GARY) (ENTERED: 10/24/2014)","Motion TO ","DISMISS COUNT II OF PLAINTIFF'S COMPLAINT",0,0,0,0,0,1664283,668060
2055,"","16","2014-12-09 00:00:00","NOTICE OF CORRECTION BY BOARD OF TRUSTEES OF THE UNIVERSITY OF SOUTH FLORIDA RE |linksToEntryNumber| 14  MOTION TO DISMISS PLAINTIFF'S AMENDED COMPLAINT AND SUPPORTING MEMORANDUM OF LAW (KITCHEN, F.) MODIFIED TEXT ON 12/9/2014 (KMB). (ENTERED: 12/09/2014)","Notice","",0,0,0,1,0,2844282,668064
2056,"","15","2014-12-09 00:00:00","ENDORSED ORDER DENYING AS MOOT |linksToEntryNumber| 10 MOTION TO DISMISS FOR LACK OF JURISDICTION IN LIGHT OF |linksToEntryNumber| 14  MOTION TO DISMISS AMENDED COMPLAINT. SIGNED BY JUDGE RICHARD A. LAZZARA ON 12/9/2014. (DMB) (ENTERED: 12/09/2014)","Other","",0,0,0,2,0,2844282,668064
2057,"","14","2014-12-08 00:00:00","MOTION TO DISMISS PLAINTIFF'S AMENDED COMPLAINT AND SUPPORTING MEMORANDUM OF LAW BY ALL DEFENDANTS. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT A)(KITCHEN, F.) (ENTERED: 12/08/2014)","Motion TO ","DISMISS PLAINTIFF'S AMENDED COMPLAINT AND SUPPORTING MEMORANDUM OF LAW",0,0,0,0,1,2844282,668064
2060,"","11","2014-12-03 00:00:00","RESPONSE IN OPPOSITION RE |linksToEntryNumber| 10  MOTION TO DISMISS FOR LACK OF JURISDICTION AND SUPPORTING MEMORANDUM OF LAW FILED FILED BY ZOE ALEXIS LANG. (APPS, STANLEY) (ENTERED: 12/03/2014)","ReplyOrResponse","",0,0,0,1,0,2844282,668064
2061,"","10","2014-12-01 00:00:00","MOTION TO DISMISS FOR LACK OF JURISDICTION AND SUPPORTING MEMORANDUM OF LAW FILED BY BOARD OF TRUSTEES OF THE UNIVERSITY OF SOUTH FLORIDA. (KITCHEN, F.) (ENTERED: 12/01/2014)","Motion TO ","DISMISS FOR LACK OF JURISDICTION AND SUPPORTING MEMORANDUM OF LAW FILED",0,0,0,0,0,2844282,668064
2074,"","14","2014-11-19 00:00:00","ENDORSED ORDER: ON NOVEMBER 16, 2014, THIS COURT ENTERED AN ORDER DIRECTING PLAINTIFF TO DEMONSTRATE WHY THIS ACTION SHOULD NOT BE DISMISSED AGAINST DEFENDANTS NATIONAL PEN CO. LLC AND NATIONAL PEN HOLDINGS, LLC FOR FAILURE TO PROSECUTE AS A RESULT OF DEFENDANTS FAILURE TO TIMELY FILE A RESPONSE TO PLAINTIFF'S COMPLAINT. 11 . IN RESPONSE TO THE ORDER, PLAINTIFF SUBMITS THAT ITS COUNSEL SPOKE WITH DEFENDANTS' COUNSEL WHO REPRESENTED THAT A MOTION FOR EXTENSION OF TIME TO FILE A RESPONSIVE PLEADING WILL BE FILED NO LATER THAN NOVEMBER 26, 2014. |linksToEntryNumber| 13  . WHILE THE COURT ENCOURAGES COLLEGIALITY IN ACQUIESCING TO EXTENSIONS OF TIME, IT IS ONLY THE COURT THAT CAN GRANT OR DENY SUCH A REQUEST. TO THAT END, THE COURT EXPECTS COUNSEL FOR ALL PARTIES TO FOLLOW THE FEDERAL RULES OF CIVIL PROCEDURE AND THE RULES OF THIS COURT. NONETHELESS, THE COURT FINDS GOOD CAUSE TO GRANT DEFENDANTS NATIONAL PEN CO. LLC AND NATIONAL PEN HOLDINGS, LLC A BRIEF EXTENSION OF TIME IN WHICH TO FILE A RESPONSIVE PLEADING. ACCORDINGLY, DEFENDANTS HAVE UNTIL AND INCLUDING NOVEMBER 26, 2014, TO FILE A RESPONSE TO PLAINTIFF'S COMPLAINT OR A MOTION FOR EXTENSION OF TIME TO DO SO. IF DEFENDANTS FAIL TO TIMELY FILE A RESPONSE OR A MOTION FOR EXTENSION OF TIME, PLAINTIFF HAS UNTIL AND INCLUDING DECEMBER 1, 2014, TO DEMONSTRATE, IN WRITING, WHY THIS ACTION SHOULD NOT BE DISMISSED AGAINST DEFENDANTS NATIONAL PEN CO. LLC AND NATIONAL PEN HOLDINGS, LLC FOR FAILURE TO PROSECUTE PURSUANT TO LOCAL RULE 3.10(A). FAILURE TO DO SO WILL RESULT IN DEFENDANTS BEING DISMISSED FROM THIS ACTION WITHOUT FURTHER NOTICE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 11/19/2014. (KNC) (ENTERED: 11/19/2014)","Other","",0,0,0,1,0,7735281,668065
2077,"","11","2014-11-16 00:00:00","ENDORSED ORDER: PLAINTIFF FILED ITS COMPLAINT ON OCTOBER 21, 2014. |linksToEntryNumber| 1 . DEFENDANTS NATIONAL PEN CO. LLC AND NATIONAL PEN HOLDINGS, LLC WERE SERVED WITH PROCESS ON OCTOBER 22, 2014. |linksToEntryNumber| 6  . A REVIEW OF THE FILE REVEALS THAT THESE DEFENDANTS HAVE FAILED TO RESPOND TO THE COMPLAINT, AND PLAINTIFF HAS FAILED TO PROMPTLY APPLY TO THE CLERK FOR ENTRY OF DEFAULT PURSUANT TO LOCAL RULE 1.07(B). PLAINTIFF IS THEREFORE DIRECTED TO SHOW CAUSE, IN WRITING, BY NOVEMBER 19, 2014, WHY THIS ACTION SHOULD NOT BE DISMISSED FOR FAILURE TO PROSECUTE PURSUANT TO LOCAL RULE 3.10(A). FAILURE TO DO SO WILL RESULT IN THIS ACTION BEING DISMISSED AGAINST THESE DEFENDANTS WITHOUT FURTHER NOTICE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 11/16/2014. (KNC) (ENTERED: 11/16/2014)","Other","",0,0,0,2,0,7735281,668065
2115,"","6","2014-12-02 00:00:00","ORDER DENYING WITHOUT PREJUDICE |linksToEntryNumber| 3  --MOTION TO DISMISS. SIGNED BY JUDGE STEVEN D. MERRYDAY ON 12/2/2014. (BK) (ENTERED: 12/02/2014)","Order","ORDER",0,0,0,1,0,2651283,668071
2117,"","4","2014-11-04 00:00:00","MEMORANDUM IN SUPPORT RE |linksToEntryNumber| 3  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIMMOTION FOR MORE DEFINITE STATEMENT FILED BY POLK STATE COLLEGE. (CRAWFORD, WARREN) (ENTERED: 11/04/2014)","Other, motion-related","",0,0,0,1,0,2651283,668071
2118,"","3","2014-10-22 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND INSUFFICIENCY OF SERVICE OF PROSESS, MOTION FOR MORE DEFINITE STATEMENT BY POLK STATE COLLEGE FILED IN STATE COURT ON 9/17/2014 (LSS) (ENTERED: 10/22/2014)","Other","",0,0,0,0,0,2651283,668071
2133,"","7","2014-11-18 00:00:00","ENDORSED ORDER: PLAINTIFF FILED HIS COMPLAINT ON OCTOBER 22, 2014. |linksToEntryNumber| 1 . DEFENDANT NAVIENT SOLUTIONS, INC. WAS SERVED WITH PROCESS ON OCTOBER 27, 2014. |linksToEntryNumber| 6  . A REVIEW OF THE FILE REVEALS THAT DEFENDANT HAS FAILED TO RESPOND TO THE COMPLAINT, AND PLAINTIFF HAS FAILED TO PROMPTLY APPLY TO THE CLERK FOR ENTRY OF DEFAULT PURSUANT TO LOCAL RULE 1.07(B). PLAINTIFF IS THEREFORE DIRECTED TO SHOW CAUSE, IN WRITING, BY NOVEMBER 21, 2014, WHY THIS ACTION SHOULD NOT BE DISMISSED FOR FAILURE TO PROSECUTE PURSUANT TO LOCAL RULE 3.10(A). FAILURE TO DO SO WILL RESULT IN THIS ACTION BEING DISMISSED WITHOUT FURTHER NOTICE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 11/18/2014. (KNC) (ENTERED: 11/18/2014)","Other","",0,0,0,2,0,3609281,668072
2190,"","18","2014-11-19 00:00:00","ORDER: PLAINTIFF'S MOTION FOR REMAND (DKT. #9) IS DENIED. DEFENDANT'S MOTION TO DISMISS FIRST AMENDED COMPLAINT (DKT. #11) IS DENIED. COUNT II IS HEREBY ABATED PENDING THE DETERMINATION OF THE UNDERLYING UNINSURED MOTORIST CLAIM. SIGNED BY JUDGE JAMES S. MOODY, JR ON 11/19/2014. (LN) (ENTERED: 11/19/2014)","PetkunOrder","",0,0,0,0,0,5856282,668080
2191,"","17","2014-11-17 00:00:00","MEMORANDUM IN OPPOSITION RE |linksToEntryNumber| 11  MOTION TO DISMISS FILED BY CYNTHIA MCCOURT. (WADLEY, W.) (ENTERED: 11/17/2014)","Other, motion-related","",0,0,0,1,0,5856282,668080
2196,"","12","2014-11-03 00:00:00","NOTICE OF SUPPLEMENTAL AUTHORITY RE |linksToEntryNumber| 11 MOTION TO DISMISS FIRST AMENDED COMPLAINT BY LIBERTY MUTUAL INSURANCE COMPANY. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT A)(LAVISKY, MATTHEW) (ENTERED: 11/03/2014)","Other, motion-related","",0,0,0,1,1,5856282,668080
2197,"","11","2014-11-03 00:00:00","MOTION TO DISMISS FIRST AMENDED COMPLAINT BY LIBERTY MUTUAL INSURANCE COMPANY. (LAVISKY, MATTHEW) (ENTERED: 11/03/2014)","Motion TO ","DISMISS FIRST AMENDED COMPLAINT",0,0,0,0,0,5856282,668080
2220,"","3","2014-10-28 00:00:00","ORDER THAT HUBBARD'S PETITION IS DISMISSED, WITHOUT PREJUDICE. ***THE CLERK IS DIRECTED TO CLOSE THIS CASE.*** COA AND IFP ON APPEAL DENIED. SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 10/28/2014. (SM) (ENTERED: 10/28/2014)","PetkunOrder","",0,0,0,0,0,19138281,668083
2223,"","2","2014-10-27 00:00:00","ORDER THAT HUBBARD'S PETITION IS DISMISSED, WITHOUT PREJUDICE. ***THE CLERK IS DIRECTED TO CLOSE THIS CASE *** COA AND IFP ON APPEAL DENIED. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/27/2014. (SM) (ENTERED: 10/27/2014)","PetkunOrder","",0,0,0,0,0,19136281,668084
2225,"","3","2014-10-28 00:00:00","ORDER THAT HUBBARD'S PETITION IS DISMISSED, WITHOUT PREJUDICE. ***THE CLERK IS DIRECTED TO CLOSE THIS CASE****. COA AND IFP ON APPEAL DENIED. SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 10/28/2014. (SM) (ENTERED: 10/28/2014)","PetkunOrder","",0,0,0,0,0,19137281,668085
2228,"","6","2014-10-28 00:00:00","ORDER THAT RAMOS' COMPLAINT IS DISMISSED, WITHOUT PREJUDICE. SEE ORDER FOR DETAILS. THE CLERK IS DIRECTED TO TERMINATE ALL PENDING MOTIONS AND ***CLOSE THIS CASE.*** SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 10/28/2014. (SM) (ENTERED: 10/28/2014)","PetkunOrder","",0,0,0,0,0,11864282,668086
2234,"","3","2014-10-27 00:00:00","ORDER THAT PLAINTIFF'S COMPLAINT IS DISMISSED, WITHOUT PREJUDICE. THE CLERK IS DIRECTED TO TERMINATE ALL PENDING MOTIONS AND TO ***CLOSE THIS CASE****. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/27/2014. (SM) (ENTERED: 10/27/2014)","PetkunOrder","",0,0,0,0,0,18983281,668087
2244,"","27","2014-12-29 00:00:00","UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT - RENEWED AGREED MOTION FOR EXTENSION OF TIME FOR PLAINTIFF FAIRWARNING IP, LLC TO FILE ITS RESPONSE IN OPPOSITION TO DEFENDANT'S MOTION TO DISMISS BY FAIRWARNING IP, LLC. (SILVERMAN, ROBERT) MOTIONS REFERRED TO MAGISTRATE JUDGE MARK A. PIZZO. (ENTERED: 12/29/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT - RENEWED AGREED MOTION FOR EXTENSION OF TIME FOR PLAINTIFF FAIRWARNING IP, LLC TO FILE ITS RESPONSE IN OPPOSITION TO DEFENDANT'S MOTION TO DISMISS",0,0,0,1,0,12880281,668089
2245,"","26","2014-12-24 00:00:00","DOCUMENT TERMINATED COUNSEL NOTIFIED TO REFILE USING THE CORRECT ATTORNEY LOG IN AND SIGNATURE. UNOPPOSED MOTION FOR EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT BY FAIRWARNING IP, LLC. (DOUGHERTY, LAWRENCE) MOTIONS REFERRED TO MAGISTRATE JUDGE MARK A. PIZZO. MODIFIED ON 12/29/2014 (EJC). (ENTERED: 12/24/2014)","Motion FOR ","EXTENSION OF TIME TO FILE RESPONSE/REPLY AS TO |linksToEntryNumber| 23  MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT",0,0,0,1,0,12880281,668089
2248,"","23","2014-12-15 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT BY IATRIC SYSTEMS, INC.. (FEE, RICHARD) (ENTERED: 12/15/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM AND REQUEST FOR ORAL ARGUMENT",0,0,0,0,0,12880281,668089
2291,"","12","2014-12-16 00:00:00","ENDORSED ORDER DISMISSING CASE WITHOUT PREJUDICE. THE CLERK IS DIRECTED TO TERM ANY PENDING MOTIONS/DEADLINES AND TO CLOSE THE CASE SIGNED BY JUDGE RICHARD A. LAZZARA ON 12/16/2014. (SKH) (ENTERED: 12/16/2014)","Other","",0,0,0,0,0,2174282,668092
2292,"","11","2014-12-16 00:00:00","JOINT STIPULATION OF VOLUNTARY DISMISSAL BY KINGS ASHLEY PLANTATION APARTMENTS, LLC. (GERSHONI, ELAN) MODIFIED TEXT ON 12/17/2014 (KMB). (ENTERED: 12/16/2014)","Other","",0,0,0,0,0,2174282,668092
2299,"","4","2014-10-29 00:00:00","NOTICE BY KINGS ASHLEY PLANTATION APARTMENTS, LLC RE |linksToEntryNumber| 1  COMPLAINT PLAINTIFF'S NOTICE OF VOLUNTARY DISMISSAL OF COUNT III (FRAUDULENT MISREPRESENTATION) WITHOUT PREJUDICE (GERSHONI, ELAN) (ENTERED: 10/29/2014)","Notice","",0,0,0,1,0,2174282,668092
2307,"","5","2014-11-21 00:00:00","RESPONSE RE |linksToEntryNumber| 3  ORDER DIRECTING RESPONSE TO MOTION AND MOTION TO DISMISS AS TIME-BARRED FILED BY USA. (HOWARD-ALLEN, KELLEY) (ENTERED: 11/21/2014)","ReplyOrResponse","",0,0,0,1,0,2273281,668094
2322,"","12","2014-12-10 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY DYCK-O'NEAL, INC.. (RASLAVICH, BENJAMIN) (ENTERED: 12/10/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,0,19371281,668097
2349,"","5","2014-10-28 00:00:00","ENDORSED ORDER: PLAINTIFF ATTEMPTS TO ALLEGE DIVERSITY OF CITIZENSHIP AS THE BASIS FOR THE COURT'S JURISDICTION OVER THIS MATTER |linksToEntryNumber| 1  . HOWEVER, UPON REVIEW OF THE COMPLAINT, THE COURT FINDS THAT PLAINTIFF HAS NOT SUFFICIENTLY DEMONSTRATED THAT THE PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. PLAINTIFF IS ADVISED THAT TO SUFFICIENTLY ALLEGE CITIZENSHIP OF A LIMITED LIABILITY COMPANY, IT MUST PROVIDE THE CITIZENSHIP OF ALL MEMBERS OF THE LIMITED LIABILITY COMPANY. BECAUSE THE COMPLAINT FAILS TO PROPERLY ALLEGE THE CITIZENSHIP OF EACH PARTY, DIVERSITY HAS NOT BEEN DEFINITIVELY ESTABLISHED. ACCORDINGLY, THE COURT DIRECTS PLAINTIFF, ON OR BEFORE NOVEMBER 4, 2014, TO FILE AN AMENDED COMPLAINT DEMONSTRATING THAT PROPER GROUNDS FOR DIVERSITY JURISDICTION EXIST. FAILURE TO SATISFY THE COURT THAT THE REQUIREMENTS FOR DIVERSITY JURISDICTION EXIST WILL RESULT IN AN ORDER OF DISMISSAL FOR LACK OF JURISDICTION. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/28/2014. (KBT) (ENTERED: 10/28/2014)","Other","",0,0,0,1,0,19754281,668098
2355,"","11","2014-11-03 00:00:00","ORDER DISMISSING CASE. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 10/31/2014. (KE) (ENTERED: 11/03/2014)","Order","ORDER",0,0,0,0,0,17615281,668099
2359,"","7","2014-10-27 00:00:00","ORDER ADOPTING REPORT AND RECOMMENDATIONS TRANSFERRING |linksToEntryNumber| 1 APPLICATION/PETITION (COMPLAINT) FOR WRIT OF HABEAS CORPUS FILED BY JAMES HAYES, JR. TO THE MIDDLE DISTRICT OF FLORIDA; ADOPTING |linksToEntryNumber| 5 REPORT AND RECOMMENDATIONS. CERTIFICATE OF APPEALABILITY: NO RULING CLOSING CASE. MOTIONS TERMINATED: |linksToEntryNumber| 5 REPORT AND RECOMMENDATIONS ON 28 USC 2241 CASE RE |linksToEntryNumber| 1  APPLICATION/PETITION (COMPLAINT) FOR WRIT OF HABEAS CORPUS FILED BY JAMES HAYES, JR. RECOMMENDING RECOMMENDED THAT THIS PETITION BE DISMISSED, AND THE PETITIONER MAY ATTEMPT TO APPEAL TO THE ELEV. SIGNED BY JUDGE MARCIA G. COOKE ON 10/27/2014. (TM) NOTICE: IF THERE ARE SEALED DOCUMENTS IN THIS CASE, THEY MAY BE UNSEALED AFTER 1 YEAR OR AS DIRECTED BY COURT ORDER, UNLESS THEY HAVE BEEN DESIGNATED TO BE PERMANENTLY SEALED. SEE LOCAL RULE 5.4 AND ADMINISTRATIVE ORDER 2014-69. [TRANSFERRED FROM FLSD ON 10/27/2014.] (ENTERED: 10/27/2014)","Order","ORDER",0,0,0,4,0,17615281,668099
2361,"","5","2013-11-12 00:00:00","REPORT AND RECOMMENDATIONS ON 28 USC 2241 CASE RE |linksToEntryNumber| 1  APPLICATION/PETITION (COMPLAINT) FOR WRIT OF HABEAS CORPUS FILED BY JAMES HAYES, JR. RECOMMENDING THAT THIS PETITION BE DISMISSED, AND THE PETITIONER MAY ATTEMPT TO APPEAL TO THE ELEVENTH CIRCUIT COURT OF APPEALS FOR PERMISSION TO FILE A SUCCESSIVE PETITION. IN THE ALTERNATIVE, WHETHER THIS PETITION IS CONSTRUED AS A ?2255, OR FILED PURSUANT TO ?2241, IT REMAINS AN ATTACK UPON A CONVICTION/SENTENCE ENTERED IN THE MIDDLE DISTRICT OF FLORIDA, AND THE COURT MAY WISH TO TRANSFER THIS CASE TO THE UNITED STATES DISTRICT COURT FOR THE MIDDLE DISTRICT OF FLORIDA, PURSUANT TO 28 U.S.C. ?1631. OBJECTIONS TO R&R DUE BY 11/29/2013. SIGNED BY MAGISTRATE JUDGE PATRICK A. WHITE ON 11/12/2013. (BR) [TRANSFERRED FROM FLSD ON 10/27/2014.] (ENTERED: 11/12/2013)","Report and recommendations","",0,0,0,1,0,17615281,668099
2375,"","5","2014-12-01 00:00:00","ENDORSED ORDER DIRECTING ADMINISTRATIVE CLOSURE FOR THIRTY DAYS, PURSUANT TO NOTICE OF SETTLEMENT (DKT. 4), PENDING FILING A STIPULATION FOR DISMISSAL WITH PREJUDICE WITHIN THAT TIME. IF NO STIPULATION IS FILED AND NO MOTION FOR EXTENSION OF TIME IS FILED, THIS CASE WILL BE DISMISSED AT THAT TIME WITH NO FURTHER ORDER. THE CLERK OF COURT SHALL ADMINISTRATIVELY CLOSE THIS CASE. SIGNED BY JUDGE ELIZABETH A. KOVACHEVICH ON 12/1/2014. (JM) (ENTERED: 12/01/2014)","Other","",0,0,0,0,0,10847281,668102
2383,"","1","2014-10-28 00:00:00","BANKRUPTCY RECORD ON APPEAL [LIMITED RECORD] RECEIVED CONSISTING OF ITEMS AS DESIGNATED ON TRANSMITTAL INCLUDING: FILED BY AMY G. MIDGETT. (ATTACHMENTS: # |linksToAttachmentNumber| 1 DOC. NO. 38 - NOTICE OF APPEAL, # |linksToEntryNumber| 2 DOC. NO. 30 - ORDER ON APPEAL [GRANTING MOTION TO DISMISS CASE], # |linksToEntryNumber| 3 DOC. NO. 36 - ORDER DENYING MOTION TO REINSTATE CASE, # |linksToEntryNumber| 4 DOC. NO. 32 - MOTION TO REINSTATE CASE, # |linksToEntryNumber| 5  BANKRUPTCY DOCKET NO. 13-BK-14922-CPM)(TM) (ENTERED: 10/28/2014)","Other","",0,0,0,0,5,6783282,668103
2387,"","9","2014-12-18 00:00:00","MOTION TO DISMISS ALL COUNTS OF PRO SE PLAINTIFF BANKS' COMPLAINT AGAINST THE INDIVIDUAL DEFENDANTS AND COUNTS 1,3, AND 5 AGAINST DEF. IGOV TECHNOLOGIES, INC.. BY ALL DEFENDANTS. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT CHARGE OF DISCRIMINATION)(BROWN, STEVEN) (ENTERED: 12/18/2014)","Other","",0,0,0,0,1,2818281,668104
2405,"","14","2014-12-04 00:00:00","ENDORSED ORDER: DEFENDANT'S UNOPPOSED MOTION TO STAY DEADLINE TO RESPOND TO PLAINTIFF'S MOTION FOR CLASS CERTIFICATION IS GRANTED AS PROVIDED HEREIN. |linksToEntryNumber| 13  . ONCE THE COURT ENTERS AN ORDER ON THE MOTION TO DISMISS, DEFENDANT SHALL THEN HAVE SEVEN DAYS FROM THE DATE OF THE ORDER TO FILE AN APPROPRIATE RESPONSE TO THE MOTION FOR CLASS CERTIFICATION. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 12/4/2014. (AKH) (ENTERED: 12/04/2014)","Other","",1,0,0,1,0,18787281,668106
2407,"","12","2014-12-04 00:00:00","MOTION TO DISMISS PLAINTIFF'S COMPLAINT AND SUPPORTING MEMORANDUM OF LAW BY CAJUN OPERATING COMPANY. (ATTACHMENTS: # |linksToAttachmentNumber| 1  EXHIBIT 1)(TREHAN, ASHWIN) (ENTERED: 12/04/2014)","Motion TO ","DISMISS PLAINTIFF'S COMPLAINT AND SUPPORTING MEMORANDUM OF LAW",0,0,0,0,1,18787281,668106
2420,"","8","2014-12-05 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY UNITED PARCEL SERVICE OF AMERICA, INC.. (ATTACHMENTS: # |linksToAttachmentNumber| 1 NOTICE OF FILING, # |linksToEntryNumber| 2  CASE LAW ATTACHMENT)(HANENIAN, KEITH) (ENTERED: 12/05/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,2,9024281,668107
2421,"","7","2014-12-02 00:00:00","ENDORSED ORDER DENYING |linksToEntryNumber| 5  MOTION TO DISMISS DUE TO THE FILING OF AN AMENDED COMPLAINT. SIGNED BY JUDGE JAMES D. WHITTEMORE ON 12/2/2014. (KE) (ENTERED: 12/02/2014)","Other","",0,0,0,1,0,9024281,668107
2423,"","5","2014-11-18 00:00:00","MOTION TO DISMISS FOR FAILURE TO STATE A CLAIM BY ALL DEFENDANTS. (ATTACHMENTS: # |linksToAttachmentNumber| 1 NOTICE OF FILING, # |linksToEntryNumber| 2  ATTACHMENT OF CASES)(HANENIAN, KEITH) (ENTERED: 11/18/2014)","Motion TO ","DISMISS FOR FAILURE TO STATE A CLAIM",0,0,0,0,2,9024281,668107
2428,"","7","2014-12-01 00:00:00","ENDORSED ORDER: PURSUANT TO THE NOTICE OF VOLUNTARY DISMISSAL |linksToEntryNumber| 6  , THIS CASE IS DISMISSED WITH PREJUDICE. THE CLERK IS DIRECTED TO CLOSE THIS CASE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 12/1/2014. (AKH) (ENTERED: 12/01/2014)","Other","",0,0,0,1,0,14008282,668108
2429,"","6","2014-12-01 00:00:00","NOTICE OF VOLUNTARY DISMISSAL BY NELSON SALAS (MAZAHERI, BERNARD) (ENTERED: 12/01/2014)","Notice","",0,0,0,0,0,14008282,668108
2447,"","12","2014-12-04 00:00:00","MOTION TO DISMISS PLAINTIFF'S AMENDED COMPLAINT BY SHARON HAYES. (MARCARIO, JAMIE) (ENTERED: 12/04/2014)","Motion TO ","DISMISS PLAINTIFF'S AMENDED COMPLAINT",0,0,0,0,0,6383281,668111
2454,"","5","2014-10-31 00:00:00","ORDER: THE COMPLAINT |linksToEntryNumber| 1  IS DISMISSED WITHOUT PREJUDICE. KEITH ROBERT CALDWELL MAY FILE AN AMENDED COMPLAINT ON OR BEFORE NOVEMBER 17, 2014. IF NO AMENDED COMPLAINT IS FILED ON OR BEFORE NOVEMBER 17, 2014, THIS CASE WILL BE DISMISSED WITHOUT FURTHER NOTICE. SIGNED BY JUDGE VIRGINIA M. HERNANDEZ COVINGTON ON 10/31/2014. (AKH) (ENTERED: 10/31/2014)","PetkunOrder","",0,0,0,1,0,6383281,668111
2520,"","12","2014-11-26 00:00:00","ORDER: DEFENDANT'S MOTION TO DISMISS COUNT II AND COUNT III OF PLAINTIFF'S AMENDED COMPLAINT (DKT. #6) IS GRANTED IN PART TO THE EXTENT THAT THE COURT WILL DISMISS COUNT III OF PLAINTIFF'S AMENDED COMPLAINT. COUNT II IS HEREBY ABATED PENDING THE DETERMINATION OF THE UNDERLYING UNINSURED MOTORIST CLAIM. SIGNED BY JUDGE JAMES S. MOODY, JR ON 11/26/2014. (LN) (ENTERED: 11/26/2014)","PetkunOrder","",0,0,0,0,0,10834281,668119
2524,"","8","2014-11-21 00:00:00","MEMORANDUM IN OPPOSITION RE |linksToEntryNumber| 6 MOTION TO DISMISS FILED BY JOHNATHAN DELA CRUZ. (ATTACHMENTS: # |linksToAttachmentNumber| 1 EXHIBIT A, # |linksToAttachmentNumber| 2  EXHIBIT B)(MUNRO, ELIZABETH) (ENTERED: 11/21/2014)","Other, motion-related","",0,0,0,1,2,10834281,668119
